Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
COLON068	0	0.096402417003164	0	0.016227666858041	0	0.077003436415763	0.13971486776654	0	0	0	0	0.020452906470127	0	0.0064938758153298	0.14893273900482	0	0.044622379358382	0.090465049539771	0	0	0.084812498215152	0.27487216355291	0.001	0.22138683384438534	1.0182171148326202
COLON069	0	0	0	0	0.070893370767635	0	0	0.014464534499294	0.090101400699514	0	0	0.24368767402154	0	0.23101712282594	0	0	0.14847228254865	0.012891990352713	0.13688253511707	0	0.051589089167644	0	1.0	-0.1194	1.1621591986486706
COLON070	0.084132420088113	0	0	0	0.21775899112291	0.23636633999234	0	0	0	0	0.025957179471793	0	0	0	0	0	0	0.11453453311823	0	0.19157162718437	0	0.12967890902224	1.0	-0.1812	1.182143547110851
COLON071	0.061950912346591	0.087890944095311	0.029352751412226	0	0	0.31769521159018	0.12000908669891	0.023063221239873	0	0.082327240822825	0.079981735162856	0	0	0.05831205465738	0	0	0.0018047828477365	0.05732982964542	0	0.036377782539853	0	0.04390444694085	0.002	0.19866915613838726	1.014236164816324
COLON072	0	0.098676747929502	0.057262398205365	0	0.0022029893228003	0.090928152024001	0	0.15008503433609	0	0	0.01880546301415	0	0	0	0.041871017353693	0.077301025179268	0	0.11357805739441	0	0.11095153768325	0.051060429881328	0.18727714767614	0	0.2650127242842282	0.9786479079829538
COLON073	0	0.14190852857001	0.035406827171301	0	0	0.2889646120676	0.0013338901470774	0.01164961282298	0.079712444456989	0.061987608329169	0.093177524624903	0	0	0	0.011807128139822	0	0.035162814948345	0.16429423792353	0	0.074594770798268	0	0	0.619	0.03997175424325096	1.0846650109865719
COLON074	0.04995101858373	0	0	0	0.025596963677652	0.17164158570787	0.067059206294071	0	0	0.091346651210062	0	0.028161375844199	0	0.089435356186184	0.087620828836319	0.057811787381692	0.18837006043565	0.020297476383047	0.094945013819552	0	0.027762675639973	0	0	0.2224256506186687	0.9873826888720222
COLON075	0	0.22829917862294	0	0	0.21290885162835	0	0	0.09270524406495	0	0.24103331940916	0	0	0	0	0	0	0	0	0	0.19306046592702	0	0.031992940347572	1.0	-0.1427	1.1815377502213318
COLON076	0	0.10321269842249	0.004946401317447	0	0.33293122798996	0	0.28878666206443	0	0.0189291649445	0	0.13729637577417	0	0	0	0	0	0	0	0	0.0078388945237743	0.10605857496322	0	1.0	-0.0855	1.1432512641600612
COLON077	0	0.054154145055286	0.01750885769154	0.029934632784968	0.13528316732763	0	0	0	0	0.23078871529174	0.008968398516688	0	0	0.14518957918691	0	0.045930341261298	0	0	0.1741458986755	0	0.15809626420845	0	0.126	0.10668328456775417	1.0424297777405487
COLON078	0	0	0	0	0	0.11757248325494	0	0.06200793223427	0	0	0.0061131363647345	0.015090648131458	0	0.16865401832463	0.044214557825025	0.18083032581854	0	0.062267425782142	0	0.15464676564877	0.1130056817641	0.075597024851399	0.32	0.07433949048305506	1.066371355973281
