Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
TCGA.A6.6649	0.024991984873499	0	0.042139761355422	0.024372146911973	0	0.21333960002076	0	0.053641215224254	0.10771831557805	0	0.073317930683101	0	0.051378863371493	0.11791527796507	0.031740649694687	0.1444553202563	0	0.017594926078591	0.058700342318581	0.038693665668222	0	0	0.254	0.06489870412270851	0.9984823824415694
TCGA.AD.6895	0	0	0	0.13312783287782	0	0.24613607312491	0	0.14932868499623	0	0	0.15216807547022	0	0.0013701765548901	0.080702666321657	0.08328308809296	0.12485809525748	0	0.022288945995318	0.0067363613085156	0	0	0	0.16	0.08827943605141923	1.0001348287589127
TCGA.D5.6531	0.0012452576157764	0	0.0096198165899189	0.13006087654445	0	0.014511663851427	0.021599256796676	0.081717078945759	0.11235975536833	0	0.010471869820894	0.034404141934928	0.055849851290073	0.18627354053251	0.12561305390269	0.063448691998621	0.0051944886886947	0	0.14763065611924	0	0	0	0.229	0.07180607074139501	0.9994570679442715
TCGA.G4.6298	0.0091947432359609	0.028534057890304	0	0.086310808486952	0	0.0095958752986283	0	0.13924784758177	0.086206996592568	0	0.099907823198182	0.039316044772196	0.060547071704017	0.21998642675652	0.027469430615353	0.098540312800757	0.010446036724236	0	0	0.073567625389929	0.0015220003603358	0.0096068985922938	0.983	-0.0448	1.0033794350836094
TCGA.DM.A1D4	0.04977067590303	0	0.0092432351738473	0.1095421110417	0	0.2939005206442	0.048075728311069	0.092302039134404	0.065440895365838	0	0.067894771073193	0	0.016140803009705	0.085799575549757	0.031028956906069	0.053375614611773	0.0021400855560498	0.0027111527482169	0	0.072633834971156	0	0	0.722	0.0001	1.00401722330899
TCGA.D5.5541	0.02376899012087	0	0.022358817741658	0.013963633895571	0	0.099947223399526	0	0.047087098810086	0.039590075059215	0	0.054134057321222	0	0	0.53049176773661	0.068758206203594	0.082949940336634	0	0	0	0.016950189375017	0	0	0	0.47397848410446725	0.9288058214127036
TCGA.D5.6928	0.0058754985868399	0.04731278126611	0.0054487899995047	0.18195155364786	0	0.032794573046573	0.031660649282469	0.13074138148072	0.034788605733942	0	0.12156149685818	0	0	0.13598730835092	0.13446215997828	0.12659848943147	0	0	0.0035731530067529	0	0	0.0072435593303717	0.003	0.3483470373591348	0.948366209096615
TCGA.AZ.6603	0.046333072257253	0	0.021004993890348	0	0	0.1745732998525	0.017079607205808	0.071436739720203	0.059949787771542	0	0.069459496927387	0	0.043906561385899	0.067797010136742	0.19176242948944	0.20389022445397	0.0099553200563718	0	0.02285145685253	0	0	0	0.113	0.10649923934296465	0.9933813276115967
TCGA.AA.3502	0.030744855957096	0	0.025513039440711	0.096579827473731	0	0.27651751691925	0	0.055237032670842	0.086028283698959	0	0.071671874169885	0	0.012647863711152	0	0.04085540008953	0.24537658453191	0.01535143826023	0	0	0.043476283076705	0	0	0.324	0.05000058690715517	0.9999520855940018
TCGA.A6.6142	0	0.0066300524811542	0.017586356015183	0	0	0.2161906338949	0	0.034473939324742	0.072607242201141	0	0.11766894390382	0	0	0.33043716104905	0.003084825606323	0.040874047810771	0	0	0	0.14942123692828	0	0.011025560784646	0.041	0.15556682114455686	0.9874353483073092
