Composite.Element.Name	Composite.Element.Database.Entry[hugo]
ADXCRAD_BF433975_at	
ADXCRAD_AK025323_at	
ADXCRAD_BE674460_at	
ADXCRAD_AL049242_at	
ADXCRAD_AB014607_x_at	ACOT11
ADXCRAD_AI052055_at	RAP1GDS1
ADXCRAD_AI990122_at	
ADXCRAD_AF064606_s_at	RANBP9
ADXCRAD_AL117659_at	ATP9A
ADXCRAD_AL117659_x_at	ATP9A
ADXCRAD_AV700930_at	TNRC6B
ADXCRAD_AL353942_x_at	
ADXCRAD_AK022897_x_at	
ADXCRAD_AK024128_at	SBNO1
ADXCRAD_AK024128_x_at	DSCAM
ADXCRAD_AK025271_at	
ADXCRAD_AK025343_at	
ADXCRAD_AK025276_at	POLD2
ADXCRAD_AK025276_x_at	POLD2
ADXCRAD_AW003130_at	
ADXCRAD_AI820802_at	TMCC1
ADXCRAD_R02328_at	
ADXCRAD_R02328_s_at	ZNF454
ADXCRAD_R02328_x_at	
ADXCRAD_AI092511_at	TIMM8AP
ADXCRAD_AA046650_x_at	TRIOBP
ADXCRAD_AL049233_at	
ADXCRAD_AL049233_x_at	
ADXCRAD_AK023546_at	PLCL2
ADXCRAD_AF113008_at	RPS20
ADXCRAD_AW195867_at	MRGPRX2
ADXCRAD_N73272_at	PARVB
ADXCRAD_AI620209_at	DPP7
ADXCRAD_BF449053_at	LOC285016
ADXCRAD_AL109705_at	
ADXCRAD_X64116_s_at	PVR
ADXCRAD_BF185219_at	
ADXCRAD_AA151712_at	
ADXCRAD_AW971198_at	
ADXCRAD_AW195800_at	USP45
ADXCRAD_AW195800_x_at	USP45
ADXCRAD_AA603041_at	FLJ27365
ADXCRAD_AI818098_s_at	
ADXCRAD_AK021433_s_at	YIPF3
ADXCRAD_H13705_s_at	LOC284023
ADXCRAD_AI401627_at	
ADXCRAD_AI962420_at	
ADXCRAD_AI962420_s_at	
ADXCRAD_AI962276_at	PCMTD1
ADXCRAD_AI124053_s_at	MYOM3
ADXCRAD_AW469292_at	NFATC2IP
ADXCRAD_AW469292_x_at	NFATC2IP
ADXCRAD_AF257099_x_at	LOC643287
ADXCRAD_AA836641_at	
ADXCRAD_AA813859_at	
ADXCRAD_BE327727_at	
ADXCRAD_AI632259_x_at	ETS2
ADXCRAD_AI950302_at	
ADXCRAD_AK025177_at	MAP2K5
ADXCRAD_AK025177_x_at	MAP2K5
ADXCRAD_W87434_at	
ADXCRAD_W87434_s_at	
ADXCRAD_AK025862_s_at	HSP90B1
ADXCRAD_AL110206_at	
ADXCRAD_AF009664_s_at	
ADXCRAD_AF060927_s_at	MLLT10
ADXCRAD_X65232_s_at	ZNF79
ADXCRAD_AL049988_x_at	TPMT
ADXCRAD_AF060938_x_at	MLLT10
ADXCRAD_AI023336_at	MIRN597
ADXCRAD_BF062155_at	COL4A3BP
ADXCRAD_N22706_at	C17orf42
ADXCRAD_AI884781_at	PHACTR1
ADXCRAD_AW005866_at	LASS5
ADXCRAD_R45137_at	
ADXCRAD_R45137_x_at	
ADXCRAD_BF940192_at	
ADXCRAD_X80821_at	
ADXCRAD_X80821_s_at	ANKRD12
ADXCRAD_BF439728_at	RBMS1
ADXCRAD_D84140_at	
ADXCRAD_AV659198_at	
ADXCRAD_AW967956_at	FLJ25778
ADXCRAD_AL050032_x_at	
ADXCRAD_W68845_at	
ADXCRAD_W68845_x_at	
ADXCRAD_AK021457_at	FAM48A
ADXCRAD_AK021457_x_at	FAM48A
ADXCRAD_U06641_x_at	UGT2B15
ADXCRAD_AI970117_at	SMN1
ADXCRAD_R43486_at	
ADXCRAD_R43486_x_at	
ADXCRAD_AA214704_s_at	TNRC6B
ADXCRAD_BE326696_at	ALG10B
ADXCRAD_AI871745_s_at	C18orf50
ADXCRAD_AI559570_at	
ADXCRAD_AI559570_x_at	
ADXCRAD_AK024606_x_at	TAF8
ADXCRAD_AK024871_at	APBB2
ADXCRAD_AK024879_x_at	
ADXCRAD_AK024945_at	OSBPL10
ADXCRAD_AK024945_x_at	OSBPL10
ADXCRAD_BF961733_s_at	
ADXCRAD_AK024995_at	
ADXCRAD_AK024995_x_at	
ADXCRAD_BE897147_at	
ADXCRAD_BF987157_at	
ADXCRAD_AK025180_x_at	FLJ43276
ADXCRAD_AI125562_at	DPF3
ADXCRAD_AW968465_at	LOC642236
ADXCRAD_AW968465_x_at	LOC642236
ADXCRAD_AK025564_x_at	CD99L2
ADXCRAD_AA933883_at	LOC222159
ADXCRAD_AW295338_s_at	
ADXCRAD_AI445833_at	
ADXCRAD_AI445833_x_at	
ADXCRAD_AK027254_x_at	SPN
ADXCRAD_AL136306_at	
ADXCRAD_AW779536_at	SGPP2
ADXCRAD_AL512728_x_at	TAPBP
ADXCRAD_AW954842_at	ZNF430
ADXCRAD_AW954842_x_at	ZNF430
ADXCRAD_AW207243_at	
ADXCRAD_AA417078_at	
ADXCRAD_M64108_at	COL14A1
ADXCRAD_M64108_s_at	COL14A1
ADXCRAD_W93523_at	EPC1
ADXCRAD_W93523_x_at	EPC1
ADXCRAD_S69182_s_at	PTPN12
ADXCRAD_AK026481_s_at	WDR42A
ADXCRAD_BF512491_at	
ADXCRAD_W79425_s_at	LOC147645
ADXCRAD_AC003999_at	
ADXCRAD_AA832474_at	
ADXCRAD_AI732512_at	WDFY3
ADXCRAD_U20428_at	
ADXCRAD_AI130690_at	
ADXCRAD_AW953952_x_at	
ADXCRAD_AV757441_at	
ADXCRAD_AV757441_x_at	
ADXCRAD_AA130258_s_at	FBXO3
ADXCRAD_X71347_x_at	HNF1A
ADXCRAD_AA165136_at	PHC3
ADXCRAD_AI825302_s_at	
ADXCRAD_AL162082_x_at	PLAT
ADXCRAD_AA504249_at	
ADXCRAD_AW083849_at	ATXN3
ADXCRAD_AA031832_at	LOC440934
ADXCRAD_AA031832_s_at	LOC440934
ADXCRAD_AI422414_s_at	
ADXCRAD_AI422414_x_at	
ADXCRAD_AA180872_at	AARSD1
ADXCRAD_AA180872_x_at	AARSD1
ADXCRAD_AA780295_at	GPLD1
ADXCRAD_AA780295_x_at	GPLD1
ADXCRAD_AI079596_at	FREQ
ADXCRAD_AA876179_at	
ADXCRAD_AW452122_at	YARS
ADXCRAD_BF976290_at	LOC388969
ADXCRAD_AW134523_at	FBRS
ADXCRAD_AI244661_at	MPP7
ADXCRAD_AA213701_s_at	TMEM161B
ADXCRAD_AF103530_at	
ADXCRAD_AF103530_x_at	
ADXCRAD_N23586_x_at	KLK9
ADXCRAD_AL136967_at	NCR2
ADXCRAD_AA639797_at	ATP11B
ADXCRAD_AA639797_s_at	ATP11B
ADXCRAD_AA741296_at	ADAMTS17
ADXCRAD_AA741296_x_at	ADAMTS17
ADXCRAD_AW297945_at	PAPLN
ADXCRAD_AI826277_at	CSTF2
ADXCRAD_AI826277_x_at	CSTF2
ADXCRAD_AW082668_at	LRRFIP1
ADXCRAD_BE000242_s_at	FAM69B
ADXCRAD_BF516252_at	ANKRD13A
ADXCRAD_AI436813_at	RAB3IP
ADXCRAD_AL035603_at	
ADXCRAD_K00627_at	
ADXCRAD_BF056141_at	TMED10
ADXCRAD_AI791303_s_at	C21orf13
ADXCRAD_AF216650_at	MTAP
ADXCRAD_AW665144_at	
ADXCRAD_AW665144_x_at	
ADXCRAD_AL035687_at	
ADXCRAD_T85248_s_at	
ADXCRAD_AK024136_at	
ADXCRAD_AW235215_at	
ADXCRAD_AW235215_x_at	
ADXCRAD_BF432946_at	
ADXCRAD_BF432946_x_at	
ADXCRAD_R49295_s_at	
ADXCRAD_R49295_x_at	
ADXCRAD_BE222450_at	
ADXCRAD_J04798_at	
ADXCRAD_S70123_at	LDLR
ADXCRAD_AA644178_at	
ADXCRAD_AA644178_x_at	
ADXCRAD_D44744_at	ADD1
ADXCRAD_AW469495_at	
ADXCRAD_AA502384_at	EFNA2
ADXCRAD_X16454_s_at	CEACAM3
ADXCRAD_X16454_x_at	CEACAM3
ADXCRAD_D50604_at	ACTBP9
ADXCRAD_D50604_x_at	ACTBP9
ADXCRAD_S74639_at	IGHG1
ADXCRAD_S74639_x_at	IGHG1
ADXCRAD_AW665791_at	DENR
ADXCRAD_X93006_at	
ADXCRAD_X93006_x_at	
ADXCRAD_AL574435_at	B4GALT1
ADXCRAD_AW129145_at	POLI
ADXCRAD_AW148637_at	SULT1A1
ADXCRAD_AW148637_x_at	SULT1A1
ADXCRAD_AW675572_at	
ADXCRAD_AW606588_at	
ADXCRAD_AW606588_x_at	
ADXCRAD_L37198_s_at	
ADXCRAD_AF053356_at	TFR2
ADXCRAD_R83905_s_at	RNF144B
ADXCRAD_AJ239383_at	
ADXCRAD_AJ239383_x_at	
ADXCRAD_AL045816_at	WBSCR18
ADXCRAD_AI282511_s_at	PTRF
ADXCRAD_AI434790_at	
ADXCRAD_AL024509_at	C10orf32
ADXCRAD_AL024509_x_at	C10orf32
ADXCRAD_BF939224_at	ITGA8
ADXCRAD_AV738585_at	
ADXCRAD_AL031313_at	
ADXCRAD_AL031313_x_at	
ADXCRAD_AI247478_at	
ADXCRAD_AI638155_s_at	IL24
ADXCRAD_AJ275383_at	
ADXCRAD_AJ275383_x_at	
ADXCRAD_S75762_at	FUS
ADXCRAD_S75762_x_at	FUS
ADXCRAD_AJ276888_s_at	MDM2
ADXCRAD_AW169159_at	CTDSPL2
ADXCRAD_AW169159_x_at	CTDSPL2
ADXCRAD_AA835648_at	B3GAT2
ADXCRAD_AJ275371_at	
ADXCRAD_H86858_at	AFF1
ADXCRAD_AA766886_at	ADD3
ADXCRAD_AI697184_at	INADL
ADXCRAD_AW203986_at	
ADXCRAD_AI122555_at	
ADXCRAD_AA838428_at	PPP2R3C
ADXCRAD_M80469_at	HLA-J
ADXCRAD_M80469_x_at	HLA-J
ADXCRAD_BG470312_at	EZH1
ADXCRAD_AW236214_at	LTV1
ADXCRAD_AW236214_x_at	LTV1
ADXCRAD_W52010_s_at	SERPINB1
ADXCRAD_AI375341_at	ABCC3
ADXCRAD_N55457_s_at	AURKB
ADXCRAD_AI298887_s_at	CSNK2A1
ADXCRAD_AA521410_at	MSI2
ADXCRAD_BE465277_at	
ADXCRAD_AK021987_at	
ADXCRAD_AK021987_x_at	
ADXCRAD_AW102941_s_at	U2AF1
ADXCRAD_AW613387_at	ECGF1
ADXCRAD_BE551407_at	
ADXCRAD_AI734258_at	
ADXCRAD_AI734258_s_at	
ADXCRAD_AW449577_at	
ADXCRAD_AW449577_s_at	
ADXCRAD_BF056029_at	FER1L3
ADXCRAD_AI471969_at	
ADXCRAD_AI341227_at	JMJD2C
ADXCRAD_AA845825_at	FAM49B
ADXCRAD_AA845825_x_at	FAM49B
ADXCRAD_AI632214_at	
ADXCRAD_AA491625_at	C15orf38
ADXCRAD_AI367034_at	
ADXCRAD_AI803568_at	LOC222159
ADXCRAD_AW512339_at	
ADXCRAD_BF692958_at	SOS2
ADXCRAD_AW079559_at	
ADXCRAD_N35922_s_at	SH2B3
ADXCRAD_AI097560_at	
ADXCRAD_BF725121_at	
ADXCRAD_BF725121_x_at	
ADXCRAD_AI285970_at	USP31
ADXCRAD_BE856929_at	C1QTNF7
ADXCRAD_BE856929_x_at	C1QTNF7
ADXCRAD_BF675979_at	
ADXCRAD_BE645256_at	
ADXCRAD_AW195475_s_at	ETV6
ADXCRAD_AW474615_at	
ADXCRAD_AW474615_x_at	
ADXCRAD_AA489041_at	
ADXCRAD_AA489041_x_at	
ADXCRAD_AW449624_at	
ADXCRAD_T53260_s_at	
ADXCRAD_AW510927_at	
ADXCRAD_AV702306_at	ZFAND5
ADXCRAD_AV702306_x_at	ZFAND5
ADXCRAD_AW150065_s_at	ANXA8
ADXCRAD_AA828280_at	
ADXCRAD_AA828280_x_at	
ADXCRAD_BE552409_at	FXYD5
ADXCRAD_AA457019_at	WAPAL
ADXCRAD_AI393960_at	
ADXCRAD_AI393960_x_at	C21orf19
ADXCRAD_BE466926_at	
ADXCRAD_AA588854_at	SHROOM1
ADXCRAD_AI915827_at	
ADXCRAD_AW467070_at	
ADXCRAD_BG281679_at	
ADXCRAD_AI088640_at	
ADXCRAD_BE045142_at	AACSL
ADXCRAD_AI806583_at	
ADXCRAD_AI733041_at	
ADXCRAD_AI291210_at	
ADXCRAD_AI335004_at	
ADXCRAD_AW296303_at	
ADXCRAD_AW974998_at	MAGEA2B
ADXCRAD_AW974998_x_at	MAGEA2B
ADXCRAD_AW451832_at	PLEKHH2
ADXCRAD_AI028661_at	
ADXCRAD_AW514654_at	PML
ADXCRAD_BF433269_at	
ADXCRAD_BF433269_x_at	ARL17P1
ADXCRAD_AA993566_at	
ADXCRAD_AA968447_at	
ADXCRAD_AI800811_at	
ADXCRAD_AW173003_at	
ADXCRAD_AW173003_x_at	
ADXCRAD_AI348378_at	CALML4
ADXCRAD_BF431867_at	
ADXCRAD_BF516583_at	
ADXCRAD_AW296118_at	
ADXCRAD_AW338214_at	
ADXCRAD_BF003148_at	
ADXCRAD_AI936859_at	
ADXCRAD_T98846_at	
ADXCRAD_T98846_x_at	
ADXCRAD_BE044089_at	
ADXCRAD_AI871160_at	SLC17A8
ADXCRAD_AI476268_at	CLYBL
ADXCRAD_AL050329_at	
ADXCRAD_BF194875_at	
ADXCRAD_BF194875_x_at	
ADXCRAD_AI674685_at	
ADXCRAD_AI807627_at	
ADXCRAD_BF436898_at	ETV6
ADXCRAD_BF436898_x_at	ETV6
ADXCRAD_H15278_at	
ADXCRAD_H09533_x_at	
ADXCRAD_AI142126_at	
ADXCRAD_AA916568_at	
ADXCRAD_AA916568_x_at	
ADXCRAD_AA398740_at	
ADXCRAD_AW207642_at	TAF8
ADXCRAD_AI356405_at	
ADXCRAD_AI057404_at	GYPC
ADXCRAD_AI057404_s_at	CCNI
ADXCRAD_AW136060_at	SLC13A2
ADXCRAD_AW136060_s_at	SLC13A2
ADXCRAD_AW136060_x_at	SLC13A2
ADXCRAD_BF197708_at	
ADXCRAD_R16784_at	
ADXCRAD_R16784_x_at	
ADXCRAD_AI264135_at	
ADXCRAD_BE542551_at	
ADXCRAD_AA137038_at	
ADXCRAD_BF939569_at	
ADXCRAD_AW629289_s_at	TMED10
ADXCRAD_AW205964_at	
ADXCRAD_W89022_at	
ADXCRAD_AA705933_x_at	
ADXCRAD_AA757250_at	
ADXCRAD_AA757250_x_at	
ADXCRAD_AA664350_at	
ADXCRAD_BG054503_at	C13orf21
ADXCRAD_AW593666_at	
ADXCRAD_AA496799_at	
ADXCRAD_AI056872_at	
ADXCRAD_AA604126_at	GALNT2
ADXCRAD_AA604126_s_at	GALNT2
ADXCRAD_AA776723_at	
ADXCRAD_AA004800_at	NUP153
ADXCRAD_AA004800_x_at	NUP153
ADXCRAD_AW137133_s_at	HOXA11
ADXCRAD_AI821085_at	
ADXCRAD_AW510793_at	LHFPL4
ADXCRAD_AW510793_x_at	LHFPL4
ADXCRAD_BF196334_at	
ADXCRAD_AI088361_at	
ADXCRAD_AW292657_at	
ADXCRAD_AI733281_at	IGSF5
ADXCRAD_N66393_at	
ADXCRAD_AA621615_at	ABCC13
ADXCRAD_AI955765_at	
ADXCRAD_AW057518_at	
ADXCRAD_BF439289_at	FIBCD1
ADXCRAD_BE217890_at	
ADXCRAD_AA648993_at	ITPR1
ADXCRAD_AI820050_at	
ADXCRAD_AW664903_at	tcag7.1314
ADXCRAD_AW241945_at	FAM3C
ADXCRAD_AW512550_at	VSTM3
ADXCRAD_AL042660_at	TXNDC13
ADXCRAD_AI287817_at	SOD3
ADXCRAD_BE349858_at	
ADXCRAD_H01893_at	RHOBTB3
ADXCRAD_H01893_x_at	RHOBTB3
ADXCRAD_AI042344_at	
ADXCRAD_AI949690_at	
ADXCRAD_BF062399_at	CMYA5
ADXCRAD_BF062399_x_at	CMYA5
ADXCRAD_AW628059_at	
ADXCRAD_AI678013_at	
ADXCRAD_AI214944_s_at	RG9MTD3
ADXCRAD_BF512871_at	
ADXCRAD_AW243272_at	
ADXCRAD_AW243272_s_at	
ADXCRAD_BE219849_at	
ADXCRAD_AW268884_at	TGFBR3
ADXCRAD_AW188170_at	KIAA0528
ADXCRAD_AW188170_x_at	KIAA0528
ADXCRAD_AI216539_at	
ADXCRAD_H23230_at	
ADXCRAD_H23230_x_at	
ADXCRAD_AI597838_at	TBC1D22A
ADXCRAD_N63953_at	ZNF566
ADXCRAD_BE222843_at	
ADXCRAD_AW237264_at	RBMS3
ADXCRAD_AW007014_at	
ADXCRAD_AI918098_s_at	GOLGA2LY1
ADXCRAD_AI740796_s_at	SLC30A7
ADXCRAD_BF056273_at	WDFY2
ADXCRAD_AW770902_at	WDR1
ADXCRAD_AA605090_at	EPDR1
ADXCRAD_AI018235_at	
ADXCRAD_AV700865_s_at	
ADXCRAD_AA922110_at	
ADXCRAD_BF447669_s_at	TRPM6
ADXCRAD_AI494347_at	AES
ADXCRAD_AA668261_at	
ADXCRAD_AA707411_at	
ADXCRAD_AI928355_at	
ADXCRAD_AI928355_x_at	
ADXCRAD_R61388_at	
ADXCRAD_AI935710_at	FMO5
ADXCRAD_AI935710_s_at	FMO5
ADXCRAD_AW293517_at	
ADXCRAD_AA688101_at	LOC729697
ADXCRAD_AI368358_at	NPL
ADXCRAD_AA504261_at	
ADXCRAD_AA580082_at	GSPT1
ADXCRAD_AI242023_at	
ADXCRAD_AI955094_at	HDAC3
ADXCRAD_AI955094_x_at	HDAC3
ADXCRAD_NM_018183_at	HCP5P15
ADXCRAD_AA704891_at	ETV6
ADXCRAD_AW015920_at	
ADXCRAD_AW611777_at	AKAP8L
ADXCRAD_AW206555_at	AKT3
ADXCRAD_AW206555_x_at	AKT3
ADXCRAD_BF436632_at	LOC374443
ADXCRAD_W86659_at	
ADXCRAD_AI658704_at	
ADXCRAD_AI658704_x_at	
ADXCRAD_AI221207_at	
ADXCRAD_AI221207_x_at	
ADXCRAD_BE502785_at	ALCAM
ADXCRAD_BF115851_at	
ADXCRAD_BF115851_x_at	
ADXCRAD_AI224105_at	PLCB4
ADXCRAD_AI127791_at	
ADXCRAD_AA706753_at	CENTG2
ADXCRAD_AW593931_at	C3orf21
ADXCRAD_AA533106_at	ESR2
ADXCRAD_BE467916_at	CUTL1
ADXCRAD_R62588_at	
ADXCRAD_R62588_s_at	
ADXCRAD_BF223271_at	CATSPER3
ADXCRAD_BF514007_at	
ADXCRAD_BF514007_x_at	
ADXCRAD_AA056086_at	
ADXCRAD_R62907_at	DAB2
ADXCRAD_R62907_x_at	DAB2
ADXCRAD_BF431313_at	
ADXCRAD_AI801975_at	PIP5K1B
ADXCRAD_AI801975_x_at	PIP5K1B
ADXCRAD_AA713522_at	
ADXCRAD_AA777534_at	LRCH1
ADXCRAD_AW292273_at	
ADXCRAD_H23464_at	
ADXCRAD_H23464_x_at	
ADXCRAD_AA779927_s_at	RPL31
ADXCRAD_AU144598_at	CNTNAP2
ADXCRAD_H37807_at	
ADXCRAD_AI076273_s_at	
ADXCRAD_AI076273_x_at	
ADXCRAD_AA705396_at	
ADXCRAD_NM_018303_s_at	EXOC2
ADXCRAD_AA702962_at	LMO7
ADXCRAD_BE466903_at	
ADXCRAD_R83322_at	
ADXCRAD_AA047225_at	
ADXCRAD_AA047225_x_at	
ADXCRAD_AI797080_s_at	
ADXCRAD_AI435335_at	
ADXCRAD_AI821721_at	
ADXCRAD_AI821721_x_at	
ADXCRAD_AI939422_at	SNORD71
ADXCRAD_AA436194_at	
ADXCRAD_AA436194_x_at	
ADXCRAD_NM_024524_at	ATP13A3
ADXCRAD_NM_017923_at	MARCH1
ADXCRAD_T90371_at	
ADXCRAD_T90371_x_at	
ADXCRAD_AI453452_s_at	ZNF654
ADXCRAD_AL533913_at	FBXL22
ADXCRAD_AA669092_at	CCDC128
ADXCRAD_AA729232_at	
ADXCRAD_NM_024597_at	MAP7D3
ADXCRAD_AW276701_x_at	
ADXCRAD_AL567118_at	
ADXCRAD_AA504269_at	TSEN54
ADXCRAD_AA504269_s_at	TSEN54
ADXCRAD_W80457_at	
ADXCRAD_W80457_x_at	
ADXCRAD_BF509725_at	
ADXCRAD_AI819386_at	LOC344887
ADXCRAD_AW134504_at	
ADXCRAD_AW134504_x_at	
ADXCRAD_AA702930_at	ETS1
ADXCRAD_AW272603_at	
ADXCRAD_AI494500_at	
ADXCRAD_AW468821_at	RPS6KA3
ADXCRAD_AA928233_at	
ADXCRAD_BE671532_at	
ADXCRAD_AA481788_at	
ADXCRAD_AA481788_x_at	
ADXCRAD_T63605_s_at	ANKRD12
ADXCRAD_T63605_x_at	
ADXCRAD_AI637733_at	RPL7P6
ADXCRAD_NM_024758_at	
ADXCRAD_NM_024758_x_at	
ADXCRAD_BF223007_s_at	RERE
ADXCRAD_NM_025174_x_at	UHRF1
ADXCRAD_AA001021_at	JMJD1C
ADXCRAD_NM_024936_at	ZCCHC4
ADXCRAD_AW296451_at	
ADXCRAD_AI668659_at	TMEM50A
ADXCRAD_AI668659_x_at	TMEM50A
ADXCRAD_AA866199_at	
ADXCRAD_AA280904_at	C9orf39
ADXCRAD_AA280904_s_at	C9orf39
ADXCRAD_AI928037_at	RUNDC3B
ADXCRAD_AA431782_at	CPNE8
ADXCRAD_AI436290_at	LOC728819
ADXCRAD_AI148165_at	
ADXCRAD_AI148165_x_at	
ADXCRAD_BF724558_at	MCL1
ADXCRAD_BF724558_x_at	MCL1
ADXCRAD_AI682088_at	
ADXCRAD_AI682088_x_at	
ADXCRAD_AI391443_at	SRFBP1
ADXCRAD_T89693_at	
ADXCRAD_T89693_x_at	RELB
ADXCRAD_N65982_at	
ADXCRAD_T51136_at	
ADXCRAD_T51136_x_at	
ADXCRAD_AI469884_s_at	CPM
ADXCRAD_AW263040_s_at	BCCIP
ADXCRAD_N36160_at	
ADXCRAD_AI904095_at	NFIX
ADXCRAD_AI339930_at	PDS5A
ADXCRAD_AI694598_at	
ADXCRAD_AI694598_x_at	
ADXCRAD_AA604777_at	THEX1
ADXCRAD_AA019641_at	
ADXCRAD_AA019641_s_at	
ADXCRAD_NM_019847_at	ANKH
ADXCRAD_AA699443_at	
ADXCRAD_AA215701_at	SNORA28
ADXCRAD_NM_018153_at	ANTXR1
ADXCRAD_AW511222_at	
ADXCRAD_AV658773_at	
ADXCRAD_AV658773_x_at	
ADXCRAD_AA491949_s_at	
ADXCRAD_AI688631_at	
ADXCRAD_BF001773_at	ZNF738
ADXCRAD_AI610396_s_at	LOC400590
ADXCRAD_T40928_at	
ADXCRAD_AL047522_at	CDKL1
ADXCRAD_AI073803_at	UBAC2
ADXCRAD_AA769438_at	BLM
ADXCRAD_AA769438_x_at	BLM
ADXCRAD_AA935633_at	QKI
ADXCRAD_NM_024103_at	SLC25A23
ADXCRAD_BF477544_at	
ADXCRAD_AA778747_at	
ADXCRAD_AA778747_x_at	
ADXCRAD_BF508371_at	TNFRSF1A
ADXCRAD_BF508371_x_at	TNFRSF1A
ADXCRAD_AA757900_at	IGF1
ADXCRAD_AI821731_at	HOXB7
ADXCRAD_BF589232_at	
ADXCRAD_C14898_at	
ADXCRAD_AW291369_at	FAM20A
ADXCRAD_R84398_at	
ADXCRAD_R84398_x_at	
ADXCRAD_BG260086_at	
ADXCRAD_BG260086_x_at	
ADXCRAD_AI669591_at	RUFY2
ADXCRAD_AI669591_s_at	RUFY2
ADXCRAD_AA228984_at	
ADXCRAD_AA228984_s_at	
ADXCRAD_AA808231_at	SOX5
ADXCRAD_N32832_at	FNDC3B
ADXCRAD_BE672684_at	RNF180
ADXCRAD_BE672684_x_at	RNF180
ADXCRAD_NM_024564_at	GALNT10
ADXCRAD_AW136397_at	
ADXCRAD_AA833902_at	
ADXCRAD_AA833902_x_at	
ADXCRAD_AW087337_at	
ADXCRAD_AW978811_at	
ADXCRAD_AI949266_at	
ADXCRAD_NM_025067_at	
ADXCRAD_AL566906_at	
ADXCRAD_AL566906_x_at	
ADXCRAD_AW973232_at	
ADXCRAD_AW973232_x_at	
ADXCRAD_T53962_at	
ADXCRAD_T53962_x_at	
ADXCRAD_NM_017658_at	C14orf28
ADXCRAD_NM_017658_x_at	KLHL28
ADXCRAD_T66145_at	MGC70870
ADXCRAD_AI821496_at	
ADXCRAD_BE674964_at	
ADXCRAD_AA872471_at	SNRPA1
ADXCRAD_AW294083_at	
ADXCRAD_AA703310_at	INPP5F
ADXCRAD_AA693730_at	PDGFC
ADXCRAD_AA693730_x_at	PDGFC
ADXCRAD_AI521765_at	
ADXCRAD_AI521765_s_at	
ADXCRAD_BE350811_x_at	NUMBL
ADXCRAD_AI312886_at	
ADXCRAD_AW590588_at	
ADXCRAD_AW590588_x_at	
ADXCRAD_AI634543_at	
ADXCRAD_AI791832_s_at	
ADXCRAD_NM_025032_at	FLJ21272
ADXCRAD_AI569482_at	
ADXCRAD_AA825721_at	
ADXCRAD_AA825721_x_at	
ADXCRAD_AI739332_at	
ADXCRAD_AI859280_at	XAF1
ADXCRAD_AW970888_at	
ADXCRAD_R66713_s_at	
ADXCRAD_AI767435_at	TMF1
ADXCRAD_N90719_at	
ADXCRAD_NM_018565_at	
ADXCRAD_BE157991_at	CUGBP2
ADXCRAD_NM_024801_at	ABI3BP
ADXCRAD_R11494_s_at	CD276
ADXCRAD_AW665656_at	
ADXCRAD_AI076810_s_at	C1orf67
ADXCRAD_AI090487_at	CLIP1
ADXCRAD_AI090487_x_at	IL31
ADXCRAD_BE676272_at	TACC1
ADXCRAD_BF904033_at	
ADXCRAD_AW274468_s_at	
ADXCRAD_N71463_s_at	
ADXCRAD_AI702720_at	
ADXCRAD_H37943_at	
ADXCRAD_H37943_s_at	
ADXCRAD_AI435586_at	
ADXCRAD_NM_024989_at	PGAP1
ADXCRAD_NM_025006_at	GVIN1
ADXCRAD_NM_025006_x_at	GVIN1
ADXCRAD_H57111_s_at	BLNK
ADXCRAD_AW275658_s_at	HECTD1
ADXCRAD_AW272262_at	NIPBL
ADXCRAD_AA649885_at	ZNF609
ADXCRAD_BF592008_at	
ADXCRAD_NM_024651_x_at	
ADXCRAD_AI561070_at	HLA-DRB1
ADXCRAD_AI561070_x_at	HLA-DRB1
ADXCRAD_NM_014135_at	
ADXCRAD_NM_014135_x_at	
ADXCRAD_AW974747_x_at	
ADXCRAD_AA747563_at	
ADXCRAD_AA747563_x_at	
ADXCRAD_AW576600_at	
ADXCRAD_AW576600_s_at	
ADXCRAD_AW576600_x_at	
ADXCRAD_AI694722_s_at	OLR1
ADXCRAD_AI814925_at	ITSN2
ADXCRAD_AI814925_x_at	ITSN2
ADXCRAD_C14640_at	PTPRG
ADXCRAD_AI084326_at	PPP1R9A
ADXCRAD_AA179510_at	
ADXCRAD_N58513_at	DCUN1D1
ADXCRAD_N58513_x_at	DCUN1D1
ADXCRAD_AI972469_at	ZBTB11
ADXCRAD_AW026978_at	EML5
ADXCRAD_AA296351_s_at	FGD4
ADXCRAD_AI800895_at	
ADXCRAD_BG054682_at	
ADXCRAD_AA524020_at	
ADXCRAD_AA931565_at	MRE11A
ADXCRAD_AA931565_x_at	MRE11A
ADXCRAD_AA868356_at	
ADXCRAD_NM_025029_at	FAM128B
ADXCRAD_NM_025029_x_at	RFC2
ADXCRAD_NM_025095_at	
ADXCRAD_NM_025095_x_at	
ADXCRAD_AW771618_at	
ADXCRAD_R71072_s_at	GINS2
ADXCRAD_AI382029_at	MYO9A
ADXCRAD_R16900_at	
ADXCRAD_AW770320_at	
ADXCRAD_AI223854_at	C18orf1
ADXCRAD_AW079749_at	BIRC4
ADXCRAD_NM_024881_at	STMN1
ADXCRAD_AI146751_s_at	C21orf56
ADXCRAD_AW292278_at	
ADXCRAD_NM_018329_at	
ADXCRAD_BE464643_at	
ADXCRAD_AA746863_at	FRMD3
ADXCRAD_AW051899_at	ZNF254
ADXCRAD_BF112104_at	TMEM9B
