Composite.Element.REF	TCGA-A6-2671-01	TCGA-A6-2684-01	TCGA-AA-3525-01	TCGA-AA-3532-01	TCGA-AA-3558-01	TCGA-AA-3510-01	TCGA-AG-3583-01	TCGA-AG-3593-01	TCGA-AA-3672-01	TCGA-AA-3712-01	TCGA-AA-A02Y-01	TCGA-AA-A02O-01	TCGA-AA-A00N-01	TCGA-AA-A02H-01	TCGA-AA-A00L-01	TCGA-AA-A01K-01	TCGA-AA-A00A-01	TCGA-AA-A00J-01	TCGA-AA-A00K-01	TCGA-A6-2672-01	TCGA-A6-2685-01	TCGA-AA-3529-01	TCGA-AA-3534-01	TCGA-AA-3560-01	TCGA-AA-3511-01	TCGA-AG-3584-01	TCGA-AG-3598-01	TCGA-AA-3678-01	TCGA-AA-3713-01	TCGA-AA-A00R-01	TCGA-AA-A00Q-01	TCGA-AA-A00U-01	TCGA-AA-A00W-01	TCGA-AA-A00Z-01	TCGA-AA-A01F-01	TCGA-AA-A01D-01	TCGA-AA-A01C-01	TCGA-AA-A01I-01	TCGA-A6-2676-01	TCGA-A6-2686-01	TCGA-AA-3517-01	TCGA-AA-3562-01	TCGA-AA-3561-01	TCGA-AG-3586-01	TCGA-AG-3587-01	TCGA-AG-3600-01	TCGA-AA-3681-01	TCGA-AA-3715-01	TCGA-AA-A024-01	TCGA-AA-A004-01	TCGA-AA-A017-01	TCGA-AA-A010-01	TCGA-AA-A00F-01	TCGA-AA-A00E-01	TCGA-AA-A029-01	TCGA-AA-A02E-01	TCGA-AA-A02F-01	TCGA-A6-2677-01	TCGA-AF-2689-01	TCGA-AA-3520-01	TCGA-AA-3548-01	TCGA-AA-3489-01	TCGA-AG-3574-01	TCGA-AG-3594-01	TCGA-AG-3601-01	TCGA-AA-3688-01	TCGA-AG-3725-01	TCGA-AA-A02J-01	TCGA-AA-A02K-01	TCGA-AA-A02R-01	TCGA-AA-A02W-01	TCGA-AA-A03J-01	TCGA-AA-A022-01	TCGA-AA-A01T-01	TCGA-AA-A01S-01	TCGA-AA-A01R-01	TCGA-A6-2678-01	TCGA-AF-2690-01	TCGA-AA-3521-01	TCGA-AA-3552-01	TCGA-AA-3492-01	TCGA-AG-3578-01	TCGA-AG-3599-01	TCGA-AG-3605-01	TCGA-AA-3695-01	TCGA-AG-3731-01	TCGA-AA-A01V-01	TCGA-DM-A1D6-01	TCGA-AA-A01P-01	TCGA-AA-A01X-01	TCGA-AA-A01Q-01	TCGA-AA-A03F-01	TCGA-DM-A0X9-01	TCGA-DM-A0XF-01	TCGA-DM-A1DB-01	TCGA-A6-2680-01	TCGA-AF-3400-01	TCGA-AA-3522-01	TCGA-AA-3553-01	TCGA-AA-3496-01	TCGA-AG-3580-01	TCGA-AG-3602-01	TCGA-AG-3612-01	TCGA-AA-3696-01	TCGA-AG-3742-01	TCGA-DM-A1D4-01	TCGA-DM-A1DA-01	TCGA-DM-A1D9-01	TCGA-DM-A1D0-01	TCGA-DM-A1D8-01	TCGA-DM-A1D7-01	TCGA-DM-A1HA-01	TCGA-DM-A28C-01	TCGA-DM-A28G-01	TCGA-A6-2681-01	TCGA-AA-3514-01	TCGA-AA-3530-01	TCGA-AA-3554-01	TCGA-AA-3502-01	TCGA-AG-3581-01	TCGA-AG-3609-01	TCGA-AA-3655-01	TCGA-AA-3697-01	TCGA-AG-3727-01	TCGA-DM-A28M-01	TCGA-DM-A280-01	TCGA-DM-A282-01	TCGA-DM-A288-01	TCGA-DM-A28E-01	TCGA-DM-A28A-01	TCGA-DM-A28F-01	TCGA-DM-A1HB-01	TCGA-DM-A286-01	TCGA-A6-2683-01	TCGA-AA-3519-01	TCGA-AA-3531-01	TCGA-AA-3555-01	TCGA-AA-3506-01	TCGA-AG-3582-01	TCGA-AG-3591-01	TCGA-AA-3664-01	TCGA-AA-3710-01	TCGA-AA-3811-01	TCGA-AG-A002-01	TCGA-AG-A008-01	TCGA-AG-A00C-01	TCGA-AG-A00H-01	TCGA-AG-A00Y-01	TCGA-AG-A011-01	TCGA-AG-A014-01	TCGA-AG-A015-01	TCGA-AG-A016-01	TCGA-A6-3807-01	TCGA-AA-3831-01	TCGA-AA-3852-01	TCGA-AA-3872-01	TCGA-AG-3898-01	TCGA-AA-3982-01	TCGA-AA-3975-01	TCGA-AZ-4308-01	TCGA-CA-5256-01	TCGA-A6-5667-01	TCGA-AG-A01J-01	TCGA-AG-A01N-01	TCGA-AG-A01W-01	TCGA-AG-A01Y-01	TCGA-AG-A020-01	TCGA-AG-A023-01	TCGA-AG-A026-01	TCGA-AG-A02G-01	TCGA-AG-A02N-01	TCGA-A6-3808-01	TCGA-AA-3833-01	TCGA-AA-3854-01	TCGA-AG-3878-01	TCGA-AG-3901-01	TCGA-AA-3986-01	TCGA-AG-4001-01	TCGA-AZ-4315-01	TCGA-DT-5265-01	TCGA-A6-5656-01	TCGA-AG-A02X-01	TCGA-AG-A036-01	TCGA-DY-A0XA-01	TCGA-DY-A1DC-01	TCGA-DY-A1DD-01	TCGA-DY-A1DE-01	TCGA-DY-A1DF-01	TCGA-DY-A1DG-01	TCGA-DY-A1H8-01	TCGA-A6-3809-01	TCGA-AA-3837-01	TCGA-AA-3856-01	TCGA-AG-3881-01	TCGA-AG-3902-01	TCGA-AA-3989-01	TCGA-AG-4005-01	TCGA-AZ-4323-01	TCGA-DC-5337-01	TCGA-A6-5657-01	TCGA-A6-3810-01	TCGA-AA-3841-01	TCGA-AA-3861-01	TCGA-AG-3882-01	TCGA-AF-3913-01	TCGA-AA-3955-01	TCGA-AG-4007-01	TCGA-AZ-4614-01	TCGA-CM-5341-01	TCGA-A6-5659-01	TCGA-AA-3814-01	TCGA-AA-3844-01	TCGA-AA-3862-01	TCGA-AG-3885-01	TCGA-AF-3914-01	TCGA-AA-3968-01	TCGA-AG-4008-01	TCGA-AZ-4615-01	TCGA-CM-5344-01	TCGA-A6-5660-01	TCGA-AA-3815-01	TCGA-AA-3845-01	TCGA-AA-3864-01	TCGA-AG-3891-01	TCGA-AA-3950-01	TCGA-AA-3971-01	TCGA-AG-4015-01	TCGA-CM-4743-01	TCGA-CM-5348-01	TCGA-A6-5661-01	TCGA-AA-3818-01	TCGA-AA-3848-01	TCGA-AA-3866-01	TCGA-AG-3893-01	TCGA-AA-3930-01	TCGA-AA-3972-01	TCGA-AG-4021-01	TCGA-CA-5254-01	TCGA-CM-5349-01	TCGA-A6-5662-01	TCGA-AA-3819-01	TCGA-AA-3850-01	TCGA-AA-3869-01	TCGA-AG-3896-01	TCGA-AA-3947-01	TCGA-AA-3973-01	TCGA-AG-4022-01	TCGA-CA-5255-01	TCGA-AZ-5407-01	TCGA-A6-5664-01	TCGA-A6-5665-01	TCGA-DC-5869-01	TCGA-CL-5918-01	TCGA-CM-6162-01	TCGA-CM-6170-01	TCGA-A6-6142-01	TCGA-G4-6295-01	TCGA-G4-6309-01	TCGA-G4-6294-01	TCGA-F4-6463-01	TCGA-A6-5666-01	TCGA-CM-5860-01	TCGA-AA-3812-01	TCGA-CM-6163-01	TCGA-CM-6171-01	TCGA-AY-6196-01	TCGA-G4-6297-01	TCGA-G4-6310-01	TCGA-G4-6306-01	TCGA-F5-6464-01	TCGA-CA-5796-01	TCGA-CM-5861-01	TCGA-DC-6155-01	TCGA-CM-6164-01	TCGA-CM-6172-01	TCGA-AY-6197-01	TCGA-G4-6298-01	TCGA-G4-6311-01	TCGA-G4-6317-01	TCGA-F5-6465-01	TCGA-CA-5797-01	TCGA-CM-5862-01	TCGA-DC-6156-01	TCGA-CM-6165-01	TCGA-AF-6136-01	TCGA-BM-6198-01	TCGA-G4-6299-01	TCGA-G4-6314-01	TCGA-G4-6323-01	TCGA-EI-6506-01	TCGA-AM-5820-01	TCGA-CM-5864-01	TCGA-DC-6157-01	TCGA-CM-6166-01	TCGA-A6-6137-01	TCGA-AU-6004-01	TCGA-G4-6302-01	TCGA-G4-6315-01	TCGA-AY-6386-01	TCGA-EI-6507-01	TCGA-AM-5821-01	TCGA-CM-5868-01	TCGA-DC-6158-01	TCGA-CM-6167-01	TCGA-A6-6138-01	TCGA-G5-6233-01	TCGA-G4-6303-01	TCGA-G4-6320-01	TCGA-F4-6459-01	TCGA-EI-6508-01	TCGA-EF-5831-01	TCGA-CK-5914-01	TCGA-DC-6160-01	TCGA-CM-6168-01	TCGA-A6-6140-01	TCGA-G5-6235-01	TCGA-G4-6304-01	TCGA-G4-6321-01	TCGA-F4-6460-01	TCGA-EI-6509-01	TCGA-EF-5830-01	TCGA-CK-5916-01	TCGA-CM-6161-01	TCGA-CM-6169-01	TCGA-A6-6141-01	TCGA-G4-6293-01	TCGA-G4-6307-01	TCGA-G4-6322-01	TCGA-F4-6461-01	TCGA-EI-6510-01	TCGA-EI-6511-01	TCGA-D5-6533-01	TCGA-D5-6541-01	TCGA-G5-6572-01	TCGA-AZ-6605-01	TCGA-CI-6621-01	TCGA-G5-6641-01	TCGA-CM-6676-01	TCGA-CA-6716-01	TCGA-A6-6781-01	TCGA-EI-6512-01	TCGA-D5-6534-01	TCGA-F4-6569-01	TCGA-G4-6586-01	TCGA-AZ-6606-01	TCGA-A6-6648-01	TCGA-AH-6643-01	TCGA-CM-6677-01	TCGA-CA-6717-01	TCGA-A6-6782-01	TCGA-EI-6513-01	TCGA-D5-6535-01	TCGA-F4-6570-01	TCGA-G4-6588-01	TCGA-AZ-6607-01	TCGA-A6-6649-01	TCGA-AH-6644-01	TCGA-CM-6678-01	TCGA-CA-6718-01	TCGA-F4-6809-01	TCGA-EI-6514-01	TCGA-D5-6536-01	TCGA-F5-6571-01	TCGA-AZ-6598-01	TCGA-AZ-6608-01	TCGA-A6-6650-01	TCGA-F5-6702-01	TCGA-CM-6679-01	TCGA-CA-6719-01	TCGA-F5-6810-01	TCGA-D5-6529-01	TCGA-D5-6537-01	TCGA-AD-6548-01	TCGA-AZ-6599-01	TCGA-G4-6625-01	TCGA-A6-6651-01	TCGA-F4-6703-01	TCGA-CM-6680-01	TCGA-CK-6747-01	TCGA-F5-6811-01	TCGA-D5-6530-01	TCGA-D5-6538-01	TCGA-AH-6549-01	TCGA-AZ-6600-01	TCGA-G4-6626-01	TCGA-A6-6652-01	TCGA-F4-6704-01	TCGA-DC-6681-01	TCGA-CK-6751-01	TCGA-F5-6812-01	TCGA-D5-6531-01	TCGA-D5-6539-01	TCGA-AH-6544-01	TCGA-AZ-6601-01	TCGA-G4-6627-01	TCGA-A6-6653-01	TCGA-CM-6674-01	TCGA-DC-6682-01	TCGA-CK-6748-01	TCGA-F5-6813-01	TCGA-D5-6532-01	TCGA-D5-6540-01	TCGA-AH-6547-01	TCGA-AZ-6603-01	TCGA-G4-6628-01	TCGA-AF-6655-01	TCGA-CM-6675-01	TCGA-DC-6683-01	TCGA-A6-6780-01	TCGA-F4-6854-01	TCGA-F4-6855-01	TCGA-EI-6884-01	TCGA-D5-6923-01	TCGA-EI-6917-01	TCGA-CM-5863-01	TCGA-F4-6808-01	TCGA-DC-4749-01	TCGA-F4-6856-01	TCGA-EI-6885-01	TCGA-D5-6924-01	TCGA-AD-6965-01	TCGA-AD-5900-01	TCGA-AZ-4616-01	TCGA-CM-4750-01	TCGA-F4-6857-01	TCGA-D5-6898-01	TCGA-D5-6926-01	TCGA-AZ-4684-01	TCGA-A6-6654-01	TCGA-AZ-4682-01	TCGA-CM-4752-01	TCGA-F5-6861-01	TCGA-AD-6889-01	TCGA-D5-6927-01	TCGA-D5-5538-01	TCGA-AF-6672-01	TCGA-CM-4744-01	TCGA-AF-5654-01	TCGA-F5-6863-01	TCGA-AH-6897-01	TCGA-D5-6928-01	TCGA-D5-5539-01	TCGA-AF-6784-01	TCGA-DC-4745-01	TCGA-CK-6746-01	TCGA-F5-6864-01	TCGA-AD-6899-01	TCGA-D5-6930-01	TCGA-D5-5540-01	TCGA-F4-6805-01	TCGA-CM-4746-01	TCGA-CA-6715-01	TCGA-EI-6881-01	TCGA-D5-6920-01	TCGA-D5-6931-01	TCGA-D5-5541-01	TCGA-F4-6806-01	TCGA-CM-4747-01	TCGA-EI-6882-01	TCGA-D5-6922-01	TCGA-D5-6932-01	TCGA-AY-5543-01	TCGA-F4-6807-01	TCGA-CM-4748-01	TCGA-G4-6317-02	TCGA-G5-6572-02	TCGA-AF-A56N-01	TCGA-SS-A7HO-01	TCGA-T9-A92H-01	TCGA-NH-A8F7-01	TCGA-NH-A8F7-06	TCGA-QG-A5YV-01	TCGA-QG-A5YX-01	TCGA-QG-A5Z1-01	TCGA-QG-A5Z2-01	TCGA-5M-AATA-01	TCGA-5M-AAT6-01	TCGA-5M-AAT5-01	TCGA-A6-A566-01	TCGA-NH-A50T-01	TCGA-NH-A50V-01	TCGA-AY-A54L-01	TCGA-QG-A5YW-01	TCGA-AD-A5EJ-01	TCGA-AY-A69D-01	TCGA-NH-A6GB-01	TCGA-NH-A6GC-06	TCGA-NH-A6GC-01	TCGA-NH-A6GA-01	TCGA-NH-A5IV-01	TCGA-RU-A8FL-01	TCGA-AY-A71X-01	TCGA-4N-A93T-01	TCGA-AY-A8YK-01	TCGA-QL-A97D-01	TCGA-3L-AA1B-01	TCGA-NH-A8F8-01	TCGA-4T-AA8H-01
YWHAE|14-3-3_epsilon	-0.098008	-0.09786	-0.092053	-0.17208	-0.0030235	0.0037986	-0.018112	-0.19106	0.027204	-0.15242	-0.0029595	-0.16602	0.25568	-0.13284	-0.012846	-0.062664	-0.022402	-0.15626	-0.080362	-0.44191	-0.25488	-0.30764	-0.08293	-0.19093	-0.0035027	-0.21664	-0.28993	-0.14338	-0.19511	-0.010996	-0.19532	-0.22325	-0.15556	0.015942	-0.0089469	-0.072772	-0.22965	-0.17429	-0.1827	-0.10547	-0.15568	-0.047961	-0.27747	-0.27884	-0.21691	-0.0082901	-0.036888	-0.22021	-0.19613	-0.053625	-0.060599	-0.11152	-0.095068	-0.13488	-0.045854	-0.13942	-0.29485	-0.44031	-0.44685	-0.27534	-0.28145	-0.25594	-0.15931	-0.10847	-0.065123	-0.31008	-0.21302	-0.33018	-0.1421	-0.019822	-0.037206	-0.099439	-0.10067	0.025376	-0.13534	-0.043768	-0.32289	-0.69037	-0.3403	-0.2608	-0.089917	-0.23226	-0.19602	-0.17189	-0.30237	-0.16963	-0.11334	-0.035082	-0.056132	-0.0097367	0.35342	0.25422	-0.11478	-0.0049384	-0.12579	-0.44006	-0.32337	-0.10188	-0.19479	-0.26735	-0.044768	-0.46844	0.099569	0.049305	-0.26749	-0.10826	-0.10809	-0.034331	-0.013363	-0.039041	-0.098852	-0.13676	0.075996	-0.072603	-0.055793	-0.48157	-0.19672	-0.20392	-0.21844	-0.15784	-0.15472	-0.34003	-0.25445	-0.2901	0.040825	-0.084657	-0.1923	0.0034074	-0.049833	-0.12051	-0.021154	0.26837	-0.15529	-0.47444	-0.26839	-0.16865	-0.20568	-0.16774	-0.10919	0.0040672	0.069768	0.068857	-0.056059	0.03816	-0.11973	-0.14492	0.076395	-0.12862	-0.036463	0.0043177	-0.15442	-0.074741	-0.10561	-0.099261	-0.25199	-0.24498	0.067941	-0.24072	-0.30873	-0.22844	-0.30272	-0.29214	-0.12969	0.20064	-0.01244	0.20786	0.1188	-0.17203	-0.035623	-0.049785	-0.02721	-0.14087	-0.0030929	-0.23336	-0.18375	0.013463	0.10431	-0.29699	0.04055	0.0081846	-0.25658	-0.0085622	-0.041536	-0.10533	0.011882	-0.14568	-0.092417	0.14999	-0.077048	-0.036163	-0.22566	-0.12329	-0.34795	-0.24843	-0.088069	-0.11711	-0.13249	-0.052902	0.048284	-0.063363	-0.22564	-0.10053	-0.29957	0.051182	-0.065694	-0.26122	-0.35217	-0.048001	-0.2523	-0.27537	-0.38434	0.022726	0.011463	-0.33165	0.21177	0.2285	-0.20096	-0.20321	-0.18231	-0.019228	0.082081	-0.1261	-0.28922	-0.23574	-0.094808	-0.21638	-0.27477	0.32018	0.070873	0.32108	-0.19326	-0.11916	0.0336	0.27779	-0.14919	-0.20046	-0.24882	-0.18526	0.068777	0.066609	-0.037326	-0.14695	-0.039965	-0.12237	-0.10936	0.047683	-0.069943	-0.20225	-0.15702	-0.15414	-0.10636	-0.11125	0.097272	0.03124	0.12771	0.069379	-0.28878	-0.10597	-0.019988	0.0066071	-0.17566	-0.075668	-0.1667	0.057961	0.00042357	-0.1348	-0.11787	-0.18787	-0.065236	-0.038485	-0.19716	-0.071598	-0.21068	-0.084394	0.20495	0.030962	0.043271	0.0089116	0.11058	0.066906	-0.12141	0.044662	-0.16754	0.077089	0.11555	0.17859	0.012591	0.07878	0.014459	0.13559	-0.13799	0.11283	-0.047433	-0.14879	0.057078	0.078606	0.10612	-0.14994	-0.024839	0.22152	-0.06997	-0.0051169	-0.023429	-0.0056258	-0.057891	0.1807	0.1385	0.03331	-0.10231	-0.0085461	-0.13916	-0.22743	-0.085892	0.115	0.063501	0.019848	0.024306	0.0077612	-0.21236	-0.016902	-0.14879	-0.32345	-0.1044	-0.16364	-0.14308	0.20124	-0.013504	-0.11224	0.045222	-0.040723	0.017068	0.19661	-0.019636	0.019615	0.090651	0.12536	-0.054041	-0.24432	-0.03723	0.52632	-0.075314	-0.025655	0.014276	0.19728	0.023275	0.065125	0.15071	-0.0115	0.0059479	-0.080374	0.040543	-0.084645	-0.14203	0.13566	-0.074221	-0.10782	0.064398	0.32608	0.1323	-0.11813	0.1416	0.0045967	0.28245	-0.066671	-0.034297	0.0024854	-0.10148	-0.081179	-0.040279	-0.13872	0.16115	-0.21352	-0.010292	-0.061118	-0.046093	0.10177	-0.019791	-0.083708	-0.16551	-0.051383	0.1506	-0.054034	-0.20128	-0.0023704	-0.025736	0.090944	0.071138	-0.070571	0.021989	0.027659	-0.13237	0.071721	-0.062123	-0.041047	0.057613	-0.011174	0.25004	0.029631	-0.023135	-0.11518	-0.013151	0.051607	-0.04675	-0.29142	0.042526	-0.11293	-0.18767	-0.083454	0.030567	-0.0051923	0.059474	0.017725	-0.091699	-0.014734	0.077073	0.041871	0.22238	-0.017234	-0.16581	-0.11856	-0.26826	0.030799	0.44092	-0.11807	0.024998	-0.084394	-0.027292	-0.043816	-0.18958	-0.028377	0.03658	-0.1131	0.022902	0.14836	0.12089	-0.096221	0.040809	-0.12635	0.064905	-0.28511	0.014698	0.092365	0.069664	-0.073483	0.053938	-0.08353	-0.022959	0.0022393	-0.1068	0.036166	0.012785	-0.24549	0.095086	-0.10818	-0.075796	-0.24128	0.04959	-0.11981	-0.039753	-0.096654	0.083928	-0.1521	0.037295	0.16754	0.23593	-0.15157	-0.012017	-0.039324	-0.054576	-0.032686	-0.18	-0.0081795	-0.050263	-0.11089	-0.12786	-0.14086	-0.14267	-0.2042	-0.064004	-0.085115	-0.020254	-0.1048	-0.15176	0.032264	-0.099241	-0.17591	-0.077589	-0.14803	-0.17883	-0.086307	-0.012885	0.0032652	-0.02877	-0.093523	0.068965	-0.068355	-0.062232	0.013459
EIF4EBP1|4E-BP1	-0.37484	-0.22684	0.31434	0.08044	0.67547	0.41768	0.44052	0.026135	-0.00022918	0.29085	0.18082	0.58964	0.29332	0.016688	0.044752	-0.096586	0.41931	-0.14463	-0.41541	0.33014	-0.57839	-0.88672	-0.35884	-0.28149	0.24426	-0.16378	0.20637	0.24608	0.31825	0.40675	-0.19758	0.063963	0.10652	-0.14596	0.066197	-0.033126	-0.13005	0.10503	0.051224	0.1662	0.32728	-0.061706	0.25462	-0.22252	1.6809	-0.27358	-0.39142	0.099347	0.21686	-0.052983	-0.061969	0.59719	-0.29332	0.02354	0.012289	-0.4825	-0.29855	0.054408	0.0080914	-0.24145	0.54132	0.097308	-0.18968	0.036391	-0.26138	0.37493	-0.31065	0.073787	-0.22734	-0.21522	-0.76967	0.3366	-0.23698	0.083271	-0.16352	-0.043887	-0.40094	-0.74834	0.18156	-0.19416	0.052689	-0.46539	-0.57406	0.21759	0.047619	-0.034183	0.28824	-0.17318	-0.33882	0.28445	-0.8033	-0.12205	0.81929	0.75931	0.0060892	-0.45261	-0.15811	-0.13783	-0.21034	0.42582	0.25078	0.16929	0.24856	1.0743	-0.31323	0.24371	0.90157	0.012617	-0.59527	0.48514	0.10213	-0.0603	0.32369	0.036061	-0.32669	-0.634	0.58028	0.18203	0.33956	-0.54923	-0.2199	-0.35547	0.081916	-0.087553	0.4347	-0.29646	-0.11202	-0.13589	0.57169	-0.1047	-0.20699	0.50719	0.7887	-0.53131	-0.46485	-0.47011	0.57219	0.19108	-0.26545	0.72674	-0.013501	0.094352	0.99321	0.78511	0.14266	0.61491	-0.12505	-0.35918	-0.11201	0.27646	-0.099492	0.4178	-0.20493	-0.35332	0.49824	-0.72305	0.58747	-0.2651	0.39463	-0.34443	0.059759	-0.39631	-0.2278	0.38084	0.32504	0.61024	0.15995	0.052311	0.18761	-0.075416	0.18381	-0.69877	0.28822	0.16016	0.36173	-0.25554	-0.56532	0.38183	0.70469	0.13246	0.16766	-0.21114	-0.33282	0.19645	0.060276	0.39375	-0.39325	-0.28695	0.40281	0.072603	0.2726	0.39479	-0.058097	0.52535	0.88958	-0.19347	0.071607	-0.1716	0.55733	-0.69918	-0.29792	-0.90595	0.19068	0.55555	-0.061094	-0.016556	-0.075029	0.94566	0.2999	-0.094869	-0.19343	0.31844	0.21002	-0.0022122	0.5051	0.14888	0.011671	0.80928	0.10333	3.17E-06	0.23187	0.65823	0.10272	0.555	0.20567	0.062756	-0.022177	0.6521	-0.09094	-0.99642	-0.57879	0.24942	-0.34044	0.5855	0.094874	0.45531	-0.10129	0.64275	0.056488	-0.03409	-0.14173	-0.065503	0.14746	0.41462	0.28003	0.091253	0.35792	0.33134	0.33871	0.1172	0.028753	-0.36943	0.5996	-0.036347	0.23779	-0.2208	-0.52914	0.31629	0.30487	-0.56315	0.029993	0.051742	-0.35683	-0.051948	0.28541	-0.23134	-0.38808	-0.48661	-0.33799	-0.19189	-0.17596	0.2701	-0.21807	0.77622	0.28856	0.80364	0.068706	0.16878	0.31482	-0.23023	0.33593	0.35089	-0.26174	0.051039	0.30883	0.31162	-0.23798	-0.58751	-0.064141	0.14475	-0.23614	0.48733	0.17342	0.22551	0.34552	-0.1915	-0.48343	0.37954	-0.24848	0.31192	0.17146	-0.05437	-0.51603	-0.2585	-0.053137	0.27835	1.1093	0.62369	-0.15925	0.13906	0.23985	0.32974	0.36925	0.32284	0.086483	0.057931	0.35057	0.60648	-0.18275	0.12799	1.0105	0.8591	0.020287	-0.073683	-0.18056	0.19926	-0.59726	0.425	0.71675	0.26223	0.68872	0.34879	-0.002129	-0.05851	-0.62402	0.15975	-0.17271	-0.034846	0.24774	0.9067	-0.048993	-0.22887	0.42853	-0.26005	-0.40835	0.30781	0.53426	0.10065	0.31474	-0.22776	0.35373	-0.010623	-0.18037	-0.53573	0.8888	0.22739	0.22718	-0.031151	0.51808	-0.28376	0.17238	0.29408	-0.51063	0.50883	0.56337	-0.034131	0.099092	0.23877	-0.16616	-0.40554	0.149	0.16969	0.1972	0.33103	-0.43408	-0.9355	-0.28962	0.005757	0.25826	-0.15786	0.59524	0.8635	-0.31005	-0.24551	0.94964	-0.25748	-0.20133	-0.60056	0.1886	-0.34976	-0.23198	-0.15501	-0.22546	-0.15786	-0.15366	-0.068869	-0.055547	1.1132	-0.039785	0.18174	0.37379	-0.19981	-0.40153	-0.32578	-0.15252	-0.086047	0.33695	-0.58663	0.66492	0.065363	-0.03396	0.15392	0.16327	0.16882	0.26281	0.1963	0.11564	0.23769	-0.055933	0.15605	-0.040916	-0.66017	-0.33881	-0.25502	0.030522	0.77622	-0.2499	-0.11272	-0.080731	-0.098355	-0.1751	-0.10075	0.61783	0.84369	-0.81596	-0.15053	0.16225	0.16396	-0.99925	-0.0047152	0.019903	-0.63915	-0.2677	-0.022157	0.62902	-0.059579	0.23321	-0.15116	-0.059462	-0.41217	0.81394	0.29721	0.40955	0.10319	0.14073	0.36665	-0.095796	-0.50316	0.21667	-0.42637	0.36126	0.18713	0.58055	0.012296	0.11323	0.042454	0.25739	0.95871	0.62719	0.21364	0.089438	0.49482	0.73341	0.25047	0.58619	0.78535	0.28272	0.31263	0.38264	0.96087	0.72386	0.53512	0.32016	0.38758	0.44825	0.8571	-0.24581	-0.36569	0.12679	-0.4482	-0.10895	0.67192	0.11052	0.25764	0.6503	0.44812	0.22032	0.8821
